,genre,publisher,critic_Score,user_Score,developer,cluster
11618,3,25,0.0,0.0,1,22
11619,4,141,0.0,0.0,1199,59
11620,7,29,0.0,0.0,1,66
11621,3,61,0.0,0.0,1,46
11622,5,3,69.0,6.8,464,81
11623,11,369,0.0,0.0,1,23
11624,2,2,72.0,7.3,382,16
11625,8,73,55.0,0.0,864,75
11626,0,12,0.0,0.0,1,94
11627,0,5,0.0,0.0,1,38
11628,4,27,0.0,0.0,1,22
11629,8,370,32.0,5.8,1200,69
11630,8,15,0.0,0.0,1,32
11631,8,285,0.0,0.0,1,41
11632,0,2,65.0,5.4,82,16
11633,3,324,0.0,0.0,1,11
11634,5,25,0.0,0.0,1,22
11635,3,0,0.0,0.0,1,10
11636,9,13,0.0,0.0,1,32
11637,4,114,57.0,0.0,1201,71
11638,2,10,0.0,0.9,1202,94
11639,5,4,0.0,0.0,1,55
11640,10,25,0.0,0.0,1,66
11641,6,215,0.0,0.0,1,74
11642,11,27,57.0,7.9,167,53
11643,5,44,67.0,8.6,395,34
11644,8,20,72.0,6.4,189,29
11645,7,78,0.0,0.0,351,5
11646,5,31,68.0,0.0,80,88
11647,0,12,82.0,5.8,69,6
11648,4,12,65.0,8.0,69,95
11649,9,133,0.0,0.0,1,59
11650,6,209,61.0,7.5,882,15
11651,9,25,0.0,0.0,1,66
11652,7,61,0.0,0.0,1,46
11653,7,143,66.0,0.0,902,56
11654,10,151,0.0,0.0,1,3
11655,10,25,0.0,0.0,1,66
11656,9,76,35.0,4.7,1203,89
11657,2,123,0.0,0.0,660,43
11658,5,38,0.0,0.0,1,52
11659,3,113,55.0,7.8,572,71
11660,2,8,0.0,0.0,1,38
11661,4,10,0.0,0.0,655,32
11662,1,66,40.0,0.0,1204,89
11663,6,25,89.0,8.5,165,2
11664,8,362,0.0,0.0,1025,23
11665,5,4,0.0,4.0,332,79
11666,5,371,0.0,0.0,1,23
11667,3,27,0.0,0.0,210,22
11668,0,61,47.0,0.0,650,27
11669,5,133,0.0,6.3,485,59
11670,11,1,70.0,5.6,754,39
11671,5,51,68.0,7.9,740,34
11672,10,133,83.0,8.7,1205,8
11673,6,44,68.0,7.8,683,34
11674,10,35,0.0,0.0,1206,52
11675,4,48,0.0,0.0,1,82
11676,5,25,0.0,0.0,1,22
11677,3,12,0.0,0.0,1,94
11678,0,218,57.0,0.0,218,57
11679,6,95,0.0,0.0,1207,28
11680,11,52,38.0,0.0,869,40
11681,8,318,0.0,0.0,1,11
11682,5,18,0.0,6.8,184,90
11683,3,1,55.0,0.0,382,70
11684,4,206,65.0,0.0,801,96
11685,3,8,0.0,0.0,1,55
11686,3,20,0.0,0.0,1,90
11687,4,85,0.0,0.0,1,68
11688,1,95,27.0,0.0,687,85
11689,7,5,0.0,0.0,1,97
11690,6,114,59.0,8.0,1208,71
11691,3,302,0.0,0.0,1,76
11692,7,253,54.0,0.0,1209,63
11693,8,109,79.0,6.9,1210,30
11694,10,315,0.0,0.0,1,11
11695,10,25,0.0,0.0,1,66
11696,7,372,0.0,0.0,516,23
11697,5,18,68.0,6.8,184,95
11698,10,22,47.0,5.4,984,9
11699,3,63,61.0,8.0,74,27
11700,9,133,0.0,8.0,485,59
11701,10,71,0.0,0.0,1,5
11702,9,25,0.0,0.0,1,66
11703,0,23,0.0,0.0,1,22
11704,1,117,48.0,4.8,1211,71
11705,6,16,0.0,0.0,1,90
11706,0,29,0.0,0.0,1,22
11707,6,39,0.0,0.0,1,17
11708,7,149,72.0,0.0,879,65
11709,5,4,0.0,0.0,1,55
11710,1,4,0.0,0.0,244,38
11711,5,184,0.0,0.0,1,67
11712,0,22,0.0,0.0,1,90
11713,5,233,0.0,0.0,1024,24
11714,5,12,0.0,0.0,1,32
11715,7,79,0.0,0.0,1,68
11716,1,49,0.0,0.0,704,82
11717,9,174,0.0,0.0,1,98
11718,5,8,0.0,0.0,1,55
11719,5,71,0.0,0.0,1,5
11720,10,138,0.0,0.0,1,59
11721,5,5,71.0,7.6,1063,16
11722,3,51,0.0,0.0,1,82
11723,7,53,65.0,0.0,898,78
11724,11,8,0.0,0.0,1,97
11725,4,5,0.0,0.0,12,55
11726,5,175,0.0,0.0,872,98
11727,1,199,0.0,0.0,428,7
11728,3,10,0.0,0.0,279,94
11729,5,44,0.0,0.0,1,17
11730,4,5,0.0,0.0,112,55
11731,5,25,0.0,0.0,1,22
11732,10,2,77.0,8.1,1212,39
11733,5,105,55.0,0.0,265,48
11734,5,117,0.0,0.0,1,43
11735,5,12,0.0,0.0,1,32
11736,1,4,81.0,7.4,190,6
11737,4,7,72.0,7.6,1213,16
11738,3,234,0.0,0.0,1,24
11739,1,48,0.0,0.0,1,82
11740,4,12,0.0,0.0,1,32
11741,10,74,75.0,7.9,1214,37
11742,0,5,55.0,0.0,149,70
11743,11,25,0.0,0.0,1,66
11744,7,27,66.0,0.0,1215,84
11745,1,171,0.0,0.0,1,33
11746,3,25,0.0,0.0,1,22
11747,5,25,0.0,0.0,1,22
11748,2,29,71.0,7.3,313,29
11749,6,8,48.0,7.1,636,31
11750,5,199,0.0,0.0,1216,7
11751,5,25,0.0,0.0,1,22
11752,6,0,0.0,0.0,1,10
11753,5,5,0.0,0.0,1,55
11754,5,5,0.0,0.0,1,55
11755,6,67,0.0,0.0,1,46
11756,10,94,0.0,0.0,1,28
11757,5,25,0.0,0.0,1,22
11758,0,12,0.0,0.0,1,94
11759,8,37,0.0,0.0,1,52
11760,6,25,0.0,0.0,1,22
11761,4,32,0.0,0.0,1,52
11762,10,5,0.0,0.0,1,97
11763,5,12,0.0,0.0,1,32
11764,8,22,0.0,0.0,1,0
11765,7,13,0.0,0.0,1,32
11766,3,276,0.0,0.0,1,1
11767,5,25,0.0,0.0,1,22
11768,1,187,0.0,0.0,738,67
11769,8,73,78.0,8.2,1217,37
11770,5,44,0.0,0.0,1,17
11771,10,25,0.0,0.0,1,66
11772,8,2,72.0,7.0,1152,39
11773,9,2,0.0,0.0,1,97
11774,1,17,72.0,0.0,915,47
11775,0,52,51.0,0.0,544,27
11776,8,4,86.0,8.4,7,72
11777,8,224,73.0,6.6,946,57
11778,5,3,0.0,7.3,68,79
11779,3,5,64.0,8.1,216,81
11780,3,0,0.0,0.0,1,10
11781,0,37,0.0,0.0,1,52
11782,5,17,66.0,5.3,264,95
11783,3,4,0.0,0.0,1218,55
11784,6,211,0.0,0.0,1,74
11785,4,210,0.0,0.0,1125,74
11786,4,281,0.0,0.0,1,1
11787,3,4,0.0,0.0,1,55
11788,10,137,0.0,0.0,1,59
11789,1,165,0.0,0.0,1,33
11790,0,27,0.0,0.0,1,22
11791,0,11,0.0,0.0,1,94
11792,0,7,0.0,0.0,1,38
11793,1,261,0.0,0.0,1,45
11794,1,27,0.0,0.0,1,22
11795,1,5,0.0,0.0,1,38
11796,3,96,0.0,0.0,1,28
11797,0,11,0.0,0.0,1,94
11798,7,29,0.0,0.0,1,66
11799,8,113,0.0,0.0,1,20
11800,7,5,0.0,0.0,1,97
11801,5,32,0.0,0.0,1,52
11802,8,12,0.0,0.0,1,32
11803,10,37,0.0,0.0,1,52
11804,5,25,0.0,0.0,1,22
11805,6,22,0.0,0.0,1,90
11806,1,6,0.0,0.0,1,38
11807,1,61,0.0,0.0,1,46
11808,10,0,0.0,0.0,1,97
11809,2,31,0.0,0.0,1,52
11810,7,244,0.0,0.0,1,45
11811,8,25,0.0,0.0,1,66
11812,3,78,0.0,0.0,1,5
11813,0,143,0.0,0.0,1,59
11814,6,229,0.0,0.0,1,24
11815,10,39,0.0,0.0,1,17
11816,7,61,0.0,0.0,1,46
11817,8,49,0.0,0.0,1,62
11818,0,12,0.0,0.0,1,94
11819,1,61,0.0,0.0,1,46
11820,0,52,0.0,0.0,1,82
11821,0,4,0.0,0.0,1,38
11822,5,25,0.0,0.0,1011,22
11823,6,25,0.0,0.0,1,22
11824,5,7,54.0,6.8,289,31
11825,5,308,0.0,0.0,1,76
11826,8,20,58.0,8.5,986,95
11827,9,76,33.0,0.0,1203,89
11828,8,25,57.0,8.6,48,53
11829,0,76,0.0,0.0,701,5
11830,7,5,0.0,0.0,747,97
11831,6,44,0.0,8.0,683,17
11832,5,44,67.0,7.5,683,34
11833,9,93,67.0,5.9,485,48
11834,9,17,0.0,0.0,1,0
11835,3,125,0.0,0.0,1,43
11836,6,349,52.0,7.4,1219,91
11837,0,74,0.0,0.0,1,5
11838,4,44,0.0,0.0,1,17
11839,5,17,76.0,7.9,281,47
11840,1,76,0.0,0.0,366,5
11841,6,121,78.0,8.1,694,30
11842,5,209,0.0,0.0,1,74
11843,3,350,0.0,0.0,1,51
11844,0,12,0.0,0.0,1,94
11845,0,44,0.0,0.0,1,17
11846,2,27,44.0,2.5,211,9
11847,5,12,59.0,0.0,973,35
11848,3,1,0.0,0.0,1,10
11849,1,10,73.0,6.3,1220,16
11850,0,25,0.0,0.0,1,22
11851,3,373,0.0,0.0,1,23
11852,11,5,63.0,7.0,1221,81
11853,0,25,0.0,0.0,1,22
11854,6,13,0.0,0.0,1,32
11855,9,374,0.0,0.0,1,23
11856,7,77,0.0,0.0,1,5
11857,5,51,0.0,0.0,1,82
11858,5,17,62.0,8.5,342,95
11859,10,153,80.0,7.8,899,65
11860,5,31,0.0,0.0,1,52
11861,0,4,80.0,0.0,6,6
11862,10,25,0.0,0.0,1,66
11863,4,25,0.0,0.0,1,22
11864,5,44,60.0,7.9,534,78
11865,11,1,0.0,8.0,545,79
11866,0,2,44.0,0.0,78,58
11867,6,137,0.0,0.0,1,59
11868,5,18,80.0,7.8,50,47
11869,11,8,69.0,8.4,920,81
11870,6,97,68.0,7.8,1006,48
11871,6,25,0.0,0.0,1,22
11872,5,47,0.0,0.0,1095,82
11873,8,4,0.0,0.0,580,97
11874,6,136,66.0,7.4,1172,8
11875,8,68,50.0,6.4,691,27
11876,10,193,61.0,8.0,1064,15
11877,3,35,0.0,0.0,1,52
11878,5,210,58.0,7.5,281,15
11879,6,375,71.0,6.9,541,21
11880,5,12,58.0,7.0,69,95
11881,9,133,85.0,7.5,485,8
11882,5,10,0.0,0.0,1,32
11883,0,136,0.0,0.0,1,59
11884,5,20,29.0,3.3,716,86
11885,3,0,0.0,0.0,1,10
11886,0,22,0.0,0.0,1,90
11887,0,12,79.0,0.0,69,6
11888,5,31,69.0,4.3,345,88
11889,5,315,0.0,0.0,1,11
11890,8,4,0.0,0.0,1222,97
11891,7,22,65.0,0.0,577,84
11892,0,7,0.0,0.0,1,38
11893,5,25,0.0,0.0,1,22
11894,11,25,0.0,0.0,1,66
11895,1,25,59.0,6.6,598,84
11896,3,141,0.0,0.0,1,59
11897,11,7,0.0,0.0,1,97
11898,11,5,0.0,0.0,242,97
11899,5,77,0.0,0.0,1,5
11900,4,27,0.0,0.0,1,22
11901,5,25,0.0,0.0,1,22
11902,9,29,0.0,0.0,1,66
11903,3,25,0.0,0.0,1,22
11904,5,136,30.0,3.5,144,60
11905,8,4,35.0,6.0,952,58
11906,1,76,83.0,8.9,1223,37
11907,8,3,0.0,7.9,474,79
11908,4,6,0.0,0.0,1,55
11909,3,320,0.0,0.0,1,11
11910,1,332,53.0,0.0,1224,91
11911,6,25,0.0,0.0,1,22
11912,8,25,0.0,0.0,1,66
11913,10,276,0.0,0.0,1,1
11914,5,12,0.0,0.0,1,32
11915,7,376,0.0,0.0,1,23
11916,1,7,83.0,5.8,151,6
11917,6,190,0.0,0.0,1,67
11918,5,22,78.0,7.8,1005,2
11919,10,5,55.0,0.0,840,31
11920,5,73,42.0,5.0,571,89
11921,9,377,0.0,0.0,1,23
11922,11,1,72.0,8.1,545,39
11923,3,12,71.0,0.0,58,35
11924,9,174,0.0,0.0,1,98
11925,10,90,60.0,0.0,1074,48
11926,5,73,48.0,0.0,571,75
11927,3,7,0.0,0.0,1,55
11928,7,141,0.0,0.0,1225,59
11929,6,13,0.0,0.0,1,32
11930,5,44,77.0,8.6,382,34
11931,10,51,0.0,0.0,1,62
11932,8,20,73.0,7.8,55,29
11933,8,5,44.0,4.6,150,58
11934,9,25,0.0,5.7,708,66
11935,3,189,0.0,0.0,1,67
11936,5,17,59.0,8.5,48,95
11937,7,62,74.0,7.2,708,12
11938,7,12,61.0,0.0,21,35
11939,9,247,0.0,0.0,1,45
11940,0,3,0.0,0.0,1,38
11941,5,7,45.0,4.6,107,31
11942,5,0,43.0,6.5,1226,58
11943,4,349,0.0,0.0,1,51
11944,5,10,54.0,3.5,655,31
11945,0,70,0.0,0.0,336,5
11946,2,49,47.0,0.0,136,40
11947,6,121,69.0,7.5,683,30
11948,5,44,44.0,8.1,191,40
11949,5,174,0.0,0.0,1,98
11950,0,4,0.0,3.4,540,38
11951,0,109,0.0,0.0,1,20
11952,6,12,71.0,9.0,1040,47
11953,5,48,27.0,0.0,1227,40
11954,6,13,0.0,0.0,1,32
11955,0,378,0.0,0.0,1,23
11956,5,4,0.0,0.0,1,55
11957,5,22,50.0,0.0,1228,9
11958,3,8,0.0,0.0,1,55
11959,0,44,0.0,0.0,1,17
11960,5,4,73.0,7.6,1229,39
11961,5,7,0.0,0.0,1,55
11962,0,7,81.0,7.6,297,6
11963,4,25,0.0,0.0,1230,22
11964,5,105,60.0,7.1,1038,48
11965,5,5,64.0,7.1,52,81
11966,6,12,0.0,0.0,1,32
11967,0,2,0.0,0.0,1,38
11968,9,174,0.0,0.0,1,98
11969,10,12,0.0,0.0,1,32
11970,0,117,42.0,4.1,168,71
11971,9,136,74.0,8.2,764,8
11972,10,4,0.0,0.0,1,97
11973,8,35,71.0,7.7,647,88
11974,3,17,0.0,0.0,1,90
11975,8,27,82.0,8.4,1231,2
11976,5,25,0.0,0.0,1,22
11977,3,22,0.0,0.0,1,90
11978,5,44,0.0,0.0,191,17
11979,9,3,0.0,0.0,1,97
11980,5,8,59.0,8.4,525,70
11981,5,25,0.0,0.0,1,22
11982,8,48,0.0,0.0,1,62
11983,5,12,0.0,6.8,393,79
11984,9,75,0.0,0.0,1,5
11985,0,7,0.0,0.0,1,38
11986,6,3,67.0,0.0,735,81
11987,0,5,25.0,1.8,256,58
11988,6,4,68.0,9.1,165,81
11989,0,29,88.0,7.8,302,42
11990,0,5,70.0,0.0,12,16
11991,4,181,71.0,7.2,750,93
11992,5,17,62.0,6.9,529,95
11993,6,22,60.0,6.9,1178,84
11994,6,44,0.0,0.0,1,17
11995,6,74,60.0,6.7,963,75
11996,5,4,33.0,5.6,465,58
11997,4,7,81.0,7.8,88,6
11998,0,5,0.0,0.0,256,38
11999,5,18,72.0,8.2,1232,47
12000,0,12,0.0,0.0,1,94
12001,6,143,0.0,0.0,1,59
12002,10,3,0.0,0.0,1,97
12003,11,25,0.0,0.0,1,66
12004,3,158,0.0,0.0,1,3
12005,5,291,0.0,0.0,1,41
12006,8,135,0.0,0.0,1,59
12007,11,0,0.0,0.0,1,97
12008,1,4,0.0,0.0,1,38
12009,3,51,0.0,0.0,1,82
12010,0,201,0.0,0.0,1,7
12011,1,33,0.0,0.0,1,52
12012,2,37,0.0,0.0,1,52
12013,6,36,0.0,0.0,1,52
12014,8,49,0.0,0.0,1,62
12015,5,7,0.0,0.0,1,55
12016,3,76,0.0,0.0,1,5
12017,5,25,0.0,0.0,1,22
12018,10,137,0.0,0.0,1,59
12019,5,73,70.0,8.6,1223,37
12020,5,25,0.0,0.0,1,22
12021,5,18,0.0,0.0,64,90
12022,5,17,65.0,7.4,712,95
12023,8,49,0.0,0.0,339,62
12024,10,137,0.0,0.0,1,59
12025,1,47,0.0,0.0,1,82
12026,7,305,0.0,0.0,1121,76
12027,10,44,0.0,0.0,1,17
12028,5,5,0.0,0.0,1,55
12029,7,20,68.0,0.0,1233,84
12030,4,0,0.0,0.0,1,10
12031,0,7,0.0,0.0,1,38
12032,11,143,0.0,0.0,1,59
12033,3,25,0.0,0.0,1,22
12034,1,27,67.0,0.0,366,84
12035,4,170,0.0,0.0,596,33
12036,0,12,62.0,0.0,69,35
12037,0,12,0.0,0.0,1,94
12038,10,138,0.0,0.0,1,59
12039,10,5,34.0,0.0,899,58
12040,1,184,0.0,0.0,1,67
12041,0,7,69.0,6.8,18,16
12042,5,23,53.0,0.0,1234,53
12043,10,12,0.0,0.0,1,32
12044,11,25,0.0,0.0,1,66
12045,0,44,0.0,0.0,1,17
12046,0,10,0.0,0.0,485,94
12047,6,269,0.0,0.0,1,1
12048,7,35,37.0,0.0,1235,86
12049,4,39,0.0,0.0,1236,17
12050,1,39,19.0,1.3,1237,86
12051,3,18,50.0,0.0,866,9
12052,4,379,0.0,0.0,1,54
12053,0,22,0.0,0.0,1,90
12054,0,307,0.0,3.0,1008,76
12055,4,51,0.0,0.0,1,82
12056,11,44,0.0,0.0,1,17
12057,3,368,52.0,6.1,657,69
12058,8,5,68.0,8.2,150,81
12059,8,3,76.0,0.0,426,39
12060,5,5,60.0,8.4,218,70
12061,5,44,54.0,9.3,975,78
12062,10,354,84.0,8.3,1175,21
12063,6,62,60.0,0.0,847,27
12064,9,29,0.0,0.0,1,66
12065,5,7,76.0,8.0,94,39
12066,0,4,0.0,0.0,1,38
12067,1,22,82.0,7.4,631,2
12068,9,17,74.0,2.9,48,47
12069,1,20,68.0,0.0,312,84
12070,6,121,0.0,7.0,547,43
12071,1,3,78.0,6.9,83,6
12072,0,25,0.0,0.0,1,22
12073,1,38,0.0,0.0,1,52
12074,2,7,81.0,8.1,29,6
12075,6,354,64.0,6.4,689,21
12076,6,27,77.0,8.1,1238,29
12077,3,8,0.0,0.0,1,55
12078,11,8,59.0,6.6,947,70
12079,8,63,48.0,0.0,814,27
12080,0,12,0.0,0.0,1,94
12081,5,153,53.0,0.0,252,56
12082,6,80,65.0,7.9,1239,75
12083,6,83,0.0,0.0,1,68
12084,2,180,59.0,0.0,1240,80
12085,8,22,0.0,0.0,1,0
12086,4,277,0.0,0.0,413,1
12087,1,3,0.0,0.0,1,38
12088,5,44,0.0,0.0,191,17
12089,7,73,67.0,0.0,1161,75
12090,10,137,0.0,0.0,1,59
12091,6,233,63.0,7.3,910,57
12092,11,171,42.0,0.0,1241,80
12093,3,244,0.0,0.0,989,45
12094,11,5,75.0,0.0,1242,39
12095,6,69,0.0,0.0,1,5
12096,5,17,43.0,6.2,48,9
12097,1,29,60.0,8.8,345,84
12098,3,20,30.0,3.6,837,86
12099,2,7,74.0,4.3,29,16
12100,11,22,78.0,9.1,1243,2
12101,1,33,84.0,6.6,308,42
12102,3,380,0.0,0.0,1,54
12103,5,29,65.0,7.1,1052,84
12104,3,25,0.0,0.0,1,22
12105,7,17,72.0,7.2,713,47
12106,0,15,0.0,0.0,1,94
12107,3,110,0.0,0.0,633,20
12108,3,66,0.0,0.0,704,46
12109,5,7,0.0,8.8,170,79
12110,0,170,0.0,0.0,1244,33
12111,0,286,0.0,0.0,1,41
12112,5,119,0.0,0.0,1,43
12113,6,8,0.0,0.0,1,55
12114,5,51,42.0,5.5,214,40
12115,0,2,0.0,0.0,82,38
12116,11,13,0.0,0.0,1,32
12117,6,3,70.0,0.0,194,16
12118,0,29,53.0,0.0,313,53
12119,5,12,58.0,0.0,1129,35
12120,4,178,70.0,8.3,1093,93
12121,3,233,0.0,0.0,1160,24
12122,5,22,69.0,7.2,105,29
12123,5,8,57.0,6.0,339,70
12124,0,8,80.0,8.5,169,6
12125,10,74,0.0,0.0,1245,5
12126,10,291,0.0,0.0,1,41
12127,11,253,66.0,0.0,1246,26
12128,5,20,71.0,0.0,312,29
12129,4,292,36.0,0.0,1247,14
12130,5,44,0.0,0.0,1,17
12131,1,57,64.0,0.0,89,78
12132,10,79,66.0,0.0,303,75
12133,8,76,55.0,0.0,234,75
12134,8,13,63.0,5.1,105,95
12135,5,119,0.0,0.0,1,43
12136,11,25,0.0,0.0,1,66
12137,7,22,62.0,0.0,667,84
12138,0,12,0.0,0.0,1,94
12139,0,12,50.0,0.0,69,31
12140,8,78,43.0,6.0,1248,89
12141,5,44,0.0,0.0,1,17
12142,7,25,0.0,0.0,1,66
12143,0,7,76.0,0.0,297,6
12144,4,44,65.0,0.0,1068,78
12145,10,291,0.0,6.5,1249,41
12146,7,84,0.0,7.4,1250,68
12147,5,44,0.0,0.0,191,17
12148,10,201,76.0,6.7,1251,96
12149,4,133,0.0,0.0,1252,59
12150,11,176,0.0,0.0,1,98
12151,5,13,59.0,7.4,745,95
12152,9,3,0.0,0.0,1,97
12153,8,3,78.0,8.3,1145,39
12154,0,37,59.0,0.0,858,19
12155,10,381,0.0,0.0,281,54
12156,3,4,75.0,0.0,80,16
12157,10,315,0.0,0.0,1,11
12158,3,8,0.0,0.0,1,55
12159,6,85,76.0,8.3,51,37
12160,0,7,74.0,8.1,35,16
12161,2,25,0.0,0.0,1,22
12162,9,25,0.0,0.0,1,66
12163,6,121,76.0,8.8,694,30
12164,5,141,41.0,0.0,1060,60
12165,4,5,0.0,0.0,12,55
12166,6,5,51.0,8.0,1253,31
12167,5,271,0.0,0.0,1,1
12168,4,181,57.0,5.5,498,80
12169,5,209,0.0,0.0,1,74
12170,2,48,0.0,0.0,1,82
12171,2,4,0.0,0.0,141,38
12172,7,143,0.0,0.0,1,59
12173,2,382,0.0,0.0,475,54
12174,7,8,0.0,0.0,1,32
12175,6,354,71.0,8.3,238,21
12176,3,37,0.0,0.0,1018,52
12177,4,5,60.0,7.0,1254,70
12178,0,37,71.0,6.6,163,88
12179,3,25,0.0,0.0,1,22
12180,0,5,0.0,0.0,1,38
12181,11,44,0.0,0.0,1,17
12182,0,49,0.0,0.0,1255,82
12183,5,25,0.0,0.0,1,22
12184,1,7,0.0,0.0,1,38
12185,6,292,58.0,7.5,1256,14
12186,0,4,80.0,8.8,253,6
12187,6,209,0.0,0.0,1257,74
12188,2,12,68.0,7.3,181,95
12189,5,25,66.0,7.2,579,84
12190,3,305,0.0,0.0,1121,76
12191,2,49,81.0,8.3,25,87
12192,6,51,0.0,0.0,1,62
12193,5,174,0.0,0.0,1,98
12194,5,90,0.0,0.0,1,28
12195,9,303,0.0,0.0,1,76
12196,5,73,59.0,0.0,1014,75
12197,3,281,0.0,0.0,1095,1
12198,6,383,0.0,0.0,1,54
12199,2,227,0.0,0.0,1,24
12200,1,44,0.0,0.0,1,17
12201,5,25,0.0,0.0,1,22
12202,5,12,0.0,0.0,1,32
12203,0,25,0.0,0.0,1,22
12204,5,217,0.0,0.0,1,74
12205,1,220,0.0,0.0,1,74
12206,8,25,0.0,0.0,1,66
12207,8,7,78.0,7.3,22,39
12208,6,117,0.0,0.0,1,43
12209,3,193,0.0,0.0,485,67
12210,7,47,0.0,0.0,1,62
12211,6,83,0.0,0.0,1,68
12212,2,5,0.0,0.0,1,38
12213,6,62,0.0,0.0,1,46
12214,7,238,0.0,0.0,1061,24
12215,6,121,67.0,6.8,563,30
12216,10,5,75.0,0.0,52,39
12217,0,73,0.0,0.0,1258,5
12218,6,384,0.0,0.0,1,54
12219,10,5,0.0,0.0,12,97
12220,1,220,0.0,0.0,1,74
12221,0,44,43.0,7.7,229,40
12222,6,13,0.0,0.0,1,32
12223,4,4,0.0,0.0,244,55
12224,3,361,0.0,0.0,1,23
12225,2,62,0.0,0.0,1259,46
12226,0,8,58.0,6.0,273,70
12227,0,7,72.0,8.2,35,16
12228,9,17,0.0,0.0,1,0
12229,0,307,0.0,0.0,1,76
12230,8,22,0.0,0.0,281,0
12231,2,5,46.0,0.0,12,31
12232,5,25,0.0,0.0,1,22
12233,4,25,0.0,0.0,1,22
12234,5,253,58.0,6.0,516,26
12235,5,6,61.0,6.6,874,70
12236,1,332,54.0,0.0,89,91
12237,4,281,0.0,0.0,1,1
12238,0,12,0.0,0.0,1,94
12239,3,3,0.0,0.0,1,55
12240,5,44,0.0,0.0,1,17
12241,5,8,79.0,8.3,165,6
12242,4,20,0.0,0.0,1260,90
12243,3,35,46.0,0.0,213,40
12244,5,233,72.0,7.3,1261,57
12245,9,12,49.0,6.3,1262,31
12246,2,58,70.0,8.0,1102,12
12247,5,5,66.0,3.8,12,81
12248,7,256,0.0,1.1,883,45
12249,6,321,66.0,5.5,1187,50
12250,10,137,0.0,0.0,1,59
12251,1,33,71.0,7.8,298,88
12252,5,95,0.0,0.0,515,28
12253,7,10,74.0,0.0,51,47
12254,1,4,69.0,0.0,345,16
12255,2,27,0.0,0.0,1,22
12256,10,74,0.0,0.0,1,5
12257,5,385,0.0,0.0,1,54
12258,3,61,0.0,0.0,1,46
12259,1,3,70.0,4.4,224,16
12260,10,252,0.0,0.0,1263,45
12261,5,274,0.0,0.0,1,1
12262,5,210,0.0,0.0,1,74
12263,9,90,0.0,0.0,1,28
12264,0,22,0.0,0.0,1,90
12265,10,68,37.0,5.9,691,89
12266,6,138,0.0,0.0,1,59
12267,9,73,50.0,6.5,610,75
12268,4,273,70.0,7.7,1264,83
12269,6,8,0.0,0.0,1,55
12270,10,49,0.0,0.0,1265,62
12271,9,18,76.0,5.1,339,47
12272,9,51,0.0,0.0,484,62
12273,0,2,0.0,0.0,277,38
12274,6,291,57.0,7.8,1109,14
12275,5,8,0.0,0.0,1,55
12276,6,39,51.0,4.1,1009,19
12277,6,201,61.0,6.8,1266,15
12278,10,3,0.0,0.0,1,97
12279,8,62,77.0,8.6,830,12
12280,7,0,0.0,0.0,1,10
12281,0,136,0.0,0.0,1,59
12282,8,10,33.0,6.6,1267,58
12283,6,22,68.0,8.2,281,29
12284,0,10,0.0,0.0,485,94
12285,0,44,0.0,0.0,1,17
12286,4,5,0.0,0.0,12,55
12287,1,5,0.0,0.0,1,38
12288,9,17,0.0,0.0,1,0
12289,4,386,66.0,0.0,1208,44
12290,7,62,0.0,0.0,1259,46
12291,4,5,0.0,0.0,1268,55
12292,2,31,0.0,0.0,1,52
12293,6,8,0.0,0.0,1,55
12294,5,83,71.0,0.0,1133,37
12295,10,303,0.0,0.0,1,76
12296,2,25,58.0,6.5,1144,53
12297,3,373,0.0,0.0,1,23
12298,10,276,0.0,0.0,1,1
12299,0,7,82.0,7.9,297,6
12300,4,10,0.0,0.0,1,32
12301,1,321,69.0,0.0,1269,50
12302,10,135,0.0,0.0,1,59
12303,10,387,0.0,0.0,1,54
12304,4,141,0.0,0.0,1245,59
12305,5,18,0.0,7.1,184,90
12306,3,7,39.0,7.8,573,58
12307,8,33,75.0,7.8,647,88
12308,0,12,0.0,0.0,1,94
12309,6,283,60.0,7.0,518,14
12310,5,53,53.0,0.0,1270,27
12311,6,25,0.0,0.0,1,22
12312,10,151,66.0,4.1,520,56
12313,10,163,0.0,0.0,1,33
12314,4,388,74.0,8.3,276,44
12315,8,136,78.0,7.4,234,8
12316,8,2,66.0,6.5,185,81
12317,0,44,58.0,6.3,830,78
12318,11,5,0.0,0.0,1,97
12319,11,389,77.0,8.2,1271,44
12320,5,48,0.0,0.0,1,82
12321,10,4,0.0,0.0,1,97
12322,3,25,0.0,0.0,1,22
12323,1,390,0.0,0.0,1,54
12324,8,391,0.0,0.0,1,54
12325,3,44,0.0,0.0,1,17
12326,8,8,83.0,7.5,857,72
12327,10,22,0.0,0.0,1,0
12328,10,25,0.0,0.0,1,66
12329,2,4,58.0,0.0,189,70
12330,10,133,0.0,0.0,1,59
12331,5,25,0.0,0.0,1,22
12332,3,22,0.0,0.0,1,90
12333,7,20,0.0,0.0,1,0
12334,5,197,0.0,0.0,1,7
12335,3,0,0.0,0.0,1,10
12336,3,63,0.0,0.0,1,46
12337,1,5,0.0,0.0,1,38
12338,1,144,0.0,0.0,1,59
12339,3,5,0.0,0.0,1,55
12340,7,170,0.0,0.0,1,33
12341,0,2,0.0,0.0,1,38
12342,5,25,0.0,0.0,1,22
12343,0,12,0.0,0.0,1,94
12344,10,33,77.0,8.5,404,88
12345,8,3,0.0,0.0,1,97
12346,6,25,0.0,0.0,1,22
