id,name,platform,year_of_Release,genre,publisher,na_Sales,eu_Sales,jp_Sales,other_Sales,global_Sales,critic_Score,user_Score,developer,rating
5696,NCAA March Madness 2005,XB,2004,Sports,Electronic Arts,0.21,0.06,0.0,0.01,0.28,,,,
5697,El Shaddai: Ascension of the Metatron,PS3,2011,Action,Ignition Entertainment,0.11,0.06,0.08,0.03,0.28,,,,
5698,Tony Hawk: Shred,PS3,2010,Sports,Activision,0.18,0.06,0.0,0.04,0.28,56.0,6.7,Robomodo,E
5699,Disney Channel: All Star Party,Wii,2010,Misc,Disney Interactive Studios,0.18,0.08,0.0,0.02,0.28,,,Disney Interactive Studios,E
5700,The Chronicles of Narnia: The Lion The Witch and The Wardrobe,GC,N/A,Action,Disney Interactive Studios,0.22,0.06,0.0,0.01,0.28,71.0,,Traveller's Tales,T
5701,NBA In The Zone,PS,1995,Sports,Konami Digital Entertainment,0.16,0.11,0.0,0.02,0.28,,,,
5702,Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,PSV,2013,Fighting,Marvelous Entertainment,0.07,0.01,0.16,0.03,0.28,,,,
5703,Batman: The Brave and the Bold the Videogame,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.2,0.05,0.0,0.02,0.28,,,,
5704,Corvette,GBA,2003,Racing,TDK Mediactive,0.2,0.07,0.0,0.01,0.28,,,Visual Impact,E
5705,Moshi Monsters: Moshlings Theme Park,3DS,2012,Misc,Activision,0.13,0.13,0.0,0.03,0.28,,,Black Lantern Studios,E
5706,Cabela's Big Game Hunter 2012,X360,2011,Sports,Activision,0.24,0.02,0.0,0.02,0.28,,,Activision,T
5707,Divinity: Original Sin,PS4,2015,Role-Playing,Focus Home Interactive,0.09,0.12,0.02,0.04,0.28,,,,
5708,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GC,2004,Action,THQ,0.22,0.06,0.0,0.01,0.28,65.0,,THQ,E
5709,Silent Hill 2: Restless Dreams,XB,2001,Action,Konami Digital Entertainment,0.21,0.06,0.0,0.01,0.28,84.0,8.3,KCET,M
5710,Soul Nomad & the World Eaters,PS2,2007,Role-Playing,Tecmo Koei,0.14,0.11,0.0,0.04,0.28,,,,
5711,Disgaea 5: Alliance of Vengeance,PS4,2015,Role-Playing,Nippon Ichi Software,0.1,0.08,0.06,0.04,0.28,80.0,8.0,Nippon Ichi Software,T
5712,Bass Strike,PS2,2001,Sports,THQ,0.14,0.11,0.0,0.04,0.28,57.0,5.8,THQ,E
5713,NHL Hitz 20-03,PS2,2002,Sports,Midway Games,0.14,0.11,0.0,0.04,0.28,82.0,8.4,Midway,E
5714,Bionic Commando,X360,2009,Platform,Capcom,0.12,0.12,0.01,0.03,0.28,70.0,7.3,GRIN,M
5715,Monopoly Streets,X360,2010,Misc,Electronic Arts,0.16,0.09,0.0,0.02,0.28,66.0,6.6,Electronic Arts,E
5716,Pac-Man Fever,GC,N/A,Misc,Unknown,0.21,0.06,0.0,0.01,0.28,54.0,6.3,Mass Media,E
5717,Real Pool,PS2,2000,Sports,Midas Interactive Entertainment,0.14,0.11,0.0,0.04,0.28,54.0,,Takara,E
5718,Thief (2014),X360,2014,Action,Square Enix,0.14,0.11,0.0,0.02,0.28,,,,
5719,Trivial Pursuit,PS3,2009,Misc,Electronic Arts,0.12,0.11,0.0,0.05,0.28,66.0,7.1,EA Bright Light,E
5720,Yu-Gi-Oh! World Championship 2008,DS,2007,Strategy,Konami Digital Entertainment,0.13,0.02,0.12,0.01,0.28,,,,
5721,Mister Mosquito,PS2,2001,Shooter,Eidos Interactive,0.05,0.04,0.17,0.01,0.28,65.0,4.9,Zoom,T
5722,Medieval Moves: Deadmund's Quest,PS3,2011,Action,Sony Computer Entertainment,0.13,0.11,0.0,0.04,0.28,61.0,6.5,Zindagi Games,E10+
5723,Tom and Jerry Tales,DS,2006,Platform,Warner Bros. Interactive Entertainment,0.2,0.05,0.0,0.02,0.28,,,Sensory Sweep,E
5724,Rugby World Cup 2011,X360,2011,Sports,505 Games,0.03,0.21,0.0,0.04,0.28,55.0,3.9,HB Studios Multimedia,E
5725,CSI: Deadly Intent,Wii,2009,Adventure,Ubisoft,0.12,0.13,0.0,0.03,0.28,,,Telltale Games,M
5726,Civilization II,PS,1998,Strategy,Activision,0.15,0.11,0.0,0.02,0.28,,,,
5727,Dynasty Warriors: Gundam,PS2,2008,Action,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28,,,,
5728,Madagascar,XB,2005,Platform,Activision,0.21,0.06,0.0,0.01,0.28,71.0,,Toys for Bob,E10+
5729,Virtua Fighter 5 Online,X360,2007,Fighting,Sega,0.2,0.02,0.03,0.02,0.28,89.0,7.6,Sega AM2,T
5730,Titanfall 2,PS4,2016,Shooter,Electronic Arts,0.11,0.1,0.03,0.04,0.28,89.0,8.5,Respawn Entertainment,M
5731,Indiana Jones and the Staff of Kings,PS2,2009,Action,Activision,0.11,0.01,0.0,0.16,0.28,55.0,7.5,LucasArts,T
5732,Kenka Bancho: Badass Rumble,PSP,2008,Action,Spike,0.06,0.0,0.2,0.01,0.28,70.0,7.5,Bullets,T
5733,Angry Birds Star Wars,X360,2013,Strategy,Activision,0.16,0.1,0.0,0.02,0.28,59.0,5.6,Exient Entertainment,E
5734,Deer Hunter,PS2,2003,Sports,Atari,0.14,0.11,0.0,0.04,0.28,,8.5,Coresoft,T
5735,Pokemon Box: Ruby & Sapphire,GC,2003,Misc,Nintendo,0.0,0.0,0.27,0.01,0.28,,,,
5736,Alien: Isolation,X360,2014,Shooter,Sega,0.15,0.1,0.0,0.02,0.28,,8.1,Creative Assembly,M
5737,Puyo Puyo! 15th Anniversary,DS,2006,Puzzle,Sega,0.0,0.0,0.28,0.0,0.28,,,,
5738,Yu-Gi-Oh! Monster Capsule Breed & Battle,PS,1998,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.26,0.02,0.28,,,,
5739,Dave Mirra Freestyle BMX 2,GC,2001,Sports,Acclaim Entertainment,0.21,0.06,0.0,0.01,0.28,78.0,7.7,Z-Axis Ltd.,T
5740,One Piece: Unlimited World Red,PS3,2014,Action,Namco Bandai Games,0.09,0.1,0.06,0.04,0.28,71.0,7.3,Ganbarion,T
5741,Wappy Dog,DS,2011,Simulation,Activision,0.26,0.0,0.0,0.02,0.28,,,Sega Toys,E
5742,Warpath: Jurassic Park,PS,1998,Fighting,Electronic Arts,0.15,0.1,0.0,0.02,0.28,,,,
5743,Tak and the Guardians of Gross,PS2,2008,Action,THQ,0.14,0.11,0.0,0.04,0.28,,,Blitz Games,E10+
5744,True Crime: New York City,XB,2005,Action,Activision,0.21,0.06,0.0,0.01,0.28,60.0,7.8,Exakt,M
5745,Summer Heat Beach Volleyball,PS2,2003,Sports,Acclaim Entertainment,0.14,0.11,0.0,0.04,0.28,65.0,7.7,Acclaim Studios Cheltenham,T
5746,NES Remix,WiiU,2014,Action,Nintendo,0.17,0.0,0.08,0.02,0.28,71.0,7.1,Indies Zero,E
5747,NCAA Basketball 09,PS2,2008,Sports,Electronic Arts,0.14,0.11,0.0,0.04,0.28,55.0,,EA Canada,E
5748,Power Pro Kun Pocket 3,GBA,2001,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.01,0.28,,,,
5749,Castlevania: Aria of Sorrow,GBA,2003,Platform,Konami Digital Entertainment,0.2,0.07,0.0,0.0,0.28,91.0,9.1,KCET,T
5750,The Smurfs: Dance Party,Wii,2011,Misc,Ubisoft,0.21,0.04,0.0,0.02,0.28,,,Land Ho!,E
5751,Myst III: Exile,PS2,2002,Adventure,Ubisoft,0.14,0.11,0.0,0.04,0.28,57.0,7.0,Presto Studios,E
5752,Avatar: The Last Airbender,Wii,2006,Adventure,THQ,0.23,0.02,0.0,0.02,0.28,56.0,5.8,AWE Games,E10+
5753,Shin Megami Tensei: Strange Journey,DS,2009,Role-Playing,Atlus,0.13,0.0,0.14,0.01,0.28,80.0,8.7,Atlus,M
5754,Armored Core: Project Phantasma,PS,1997,Simulation,From Software,0.06,0.04,0.15,0.02,0.28,,,,
5755,Army of Two: The Devil's Cartel,PS3,2013,Shooter,Electronic Arts,0.11,0.11,0.01,0.05,0.28,58.0,6.7,Visceral Games,M
5756,Kobitodzukan: Kobito Kansatsu Set,3DS,2012,Misc,Nippon Columbia,0.0,0.0,0.28,0.0,0.28,,,,
5757,FIFA Soccer 07,X360,2006,Sports,Electronic Arts,0.24,0.01,0.0,0.02,0.27,,,,
5758,Cabela's Trophy Bucks,PS2,2007,Sports,Activision Value,0.13,0.11,0.0,0.04,0.27,,,Sand Grain Studios,T
5759,Ice Age: Dawn of the Dinosaurs,Wii,2009,Action,Activision,0.11,0.14,0.0,0.03,0.27,75.0,8.3,Activision,E10+
5760,Patapon 3,PSP,2011,Misc,Sony Computer Entertainment,0.05,0.03,0.17,0.02,0.27,74.0,7.2,SCE Japan Studio,E
5761,Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,DS,2007,Misc,Nintendo,0.0,0.0,0.27,0.0,0.27,,,,
5762,Q-Ball: Billiards Master,PS2,2000,Sports,Take-Two Interactive,0.13,0.1,0.0,0.04,0.27,65.0,,Ornith,E
5763,Tao Feng: Fist of the Lotus,XB,2003,Fighting,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.27,65.0,6.5,Studio Gigante,M
5764,Shin Nippon Pro Wrestling: Toukon Retsuden 2,PS,1996,Fighting,Tomy Corporation,0.0,0.0,0.26,0.02,0.27,,,,
5765,Dragon Ball Z: Budokai 2,GC,2004,Fighting,Atari,0.21,0.06,0.0,0.01,0.27,66.0,5.8,Pyramid,T
5766,Guitar Hero: Van Halen,PS3,2009,Misc,Activision,0.14,0.09,0.0,0.04,0.27,59.0,4.7,Neversoft Entertainment,T
5767,The Legend of Zelda: The Minish Cap(weekly JP sales),GBA,N/A,Action,N/A,0.0,0.0,0.27,0.01,0.27,,,,
5768,Sniper Elite 3,PS3,2014,Shooter,505 Games,0.1,0.13,0.0,0.04,0.27,,6.4,Rebellion,M
5769,Over the Hedge,DS,2006,Platform,Activision,0.24,0.01,0.0,0.02,0.27,71.0,6.4,Vicarious Visions,E
5770,Motocross Maniacs Advance,GBA,2002,Racing,Konami Digital Entertainment,0.2,0.07,0.0,0.0,0.27,69.0,,Konami,E
5771,Resident Evil 2: Dual Shock Edition,PS,1998,Action,Capcom,0.0,0.0,0.26,0.02,0.27,,,,
5772,Dynasty Warriors,PS,1997,Action,Tecmo Koei,0.09,0.06,0.11,0.02,0.27,,,,
5773,M&M's Blast!,GBA,2001,Puzzle,Unknown,0.2,0.07,0.0,0.0,0.27,,,,
5774,Siren: Blood Curse,PS3,2008,Action,Sony Computer Entertainment,0.0,0.17,0.09,0.01,0.27,78.0,8.1,SCE Japan Studio,M
5775,NBA 2K12,PSP,2011,Sports,Take-Two Interactive,0.22,0.03,0.0,0.03,0.27,,5.0,Visual Concepts,E
5776,Final Fantasy X International,PS2,2004,Role-Playing,Square Enix,0.0,0.0,0.27,0.0,0.27,,,,
5777,Tiny Toon Adventures: Plucky's Big Adventure,PS,2001,Action,Conspiracy Entertainment,0.15,0.1,0.0,0.02,0.27,,,,
5778,NHL Hitz 20-02,XB,2001,Sports,Midway Games,0.2,0.06,0.0,0.01,0.27,79.0,8.7,Black Box,E
5779,GRID 2,X360,2013,Racing,Codemasters,0.08,0.16,0.0,0.03,0.27,78.0,5.7,Codemasters,E
5780,Trivial Pursuit,PS2,2009,Misc,Electronic Arts,0.09,0.01,0.0,0.17,0.27,,,EA Bright Light,E
5781,Evil Dead: Hail to the King,PS,2000,Adventure,THQ,0.15,0.1,0.0,0.02,0.27,51.0,6.0,Heavy Iron Studios,M
5782,Dragon Ball GT: Final Bout,PS,1997,Fighting,Namco Bandai Games,0.02,0.02,0.22,0.02,0.27,,,,
5783,Burstrick: Wake Boarding!!,PS,2000,Sports,Natsume,0.15,0.1,0.0,0.02,0.27,,,,
5784,Need for Speed: The Run,Wii,2011,Action,Electronic Arts,0.11,0.12,0.01,0.03,0.27,64.0,3.5,Firebrand Games,E10+
5785,Dave Mirra Freestyle BMX: Maximum Remix,PS,2001,Sports,Acclaim Entertainment,0.15,0.1,0.0,0.02,0.27,67.0,8.1,Z-Axis Ltd.,E
5786,Need for Speed: Most Wanted,WiiU,2013,Racing,Electronic Arts,0.13,0.12,0.0,0.02,0.27,,,,
5787,Dead Rising 2: Off the Record,X360,2011,Action,Capcom,0.17,0.08,0.0,0.02,0.27,72.0,7.5,Capcom Vancouver,M
5788,Athens 2004,PS2,2004,Sports,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.27,61.0,7.2,Eurocom Entertainment Software,E
5789,Gunship,PS,1996,Simulation,Microprose,0.15,0.1,0.0,0.02,0.27,,,,
5790,Jikkyou Powerful Pro Yakyuu Portable 4,PSP,2009,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,,,,
5791,SD Gundam G Generation Portable,PSP,2006,Strategy,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27,,,,
5792,Pro Race Driver,PS2,2002,Racing,Codemasters,0.13,0.1,0.0,0.03,0.27,81.0,8.5,Codemasters,T
5793,Sydney 2000,PS,2000,Sports,Eidos Interactive,0.15,0.1,0.0,0.02,0.27,57.0,,Attention To Detail,E
5794,Hot Wheels: Track Attack,DS,2010,Racing,THQ,0.17,0.08,0.0,0.02,0.27,,,,
5795,Baten Kaitos: Eternal Wings and the Lost Ocean,GC,2003,Role-Playing,Nintendo,0.21,0.05,0.0,0.01,0.27,,,,
5796,Iron Man 2,X360,2010,Action,Sega,0.15,0.09,0.0,0.03,0.27,,,,
5797,Ace Attorney 6,3DS,2016,Adventure,Capcom,0.0,0.0,0.27,0.0,0.27,,,,
5798,Rocky: Legends,PS2,2004,Action,Ubisoft,0.13,0.1,0.0,0.03,0.27,,,,
5799,Disgaea 3: Absence of Detention,PSV,N/A,Role-Playing,Nippon Ichi Software,0.11,0.05,0.07,0.03,0.27,78.0,7.6,Nippon Ichi Software,T
5800,NickToons: Racing,GBA,2002,Racing,Infogrames,0.19,0.07,0.0,0.0,0.27,78.0,,Crawfish Interactive,E
5801,iCarly 2: iJoin The Click!,DS,2010,Adventure,Activision,0.25,0.0,0.0,0.02,0.27,,,Big Blue Bubble Inc.,E
5802,Mass Effect Trilogy,PC,2012,Action,Electronic Arts,0.09,0.16,0.0,0.02,0.27,,8.0,BioWare,M
5803,G-Force,PS2,2009,Action,Disney Interactive Studios,0.12,0.01,0.0,0.14,0.27,,,Eurocom Entertainment Software,E10+
5804,Remington Super Slam Hunting: Africa,Wii,2010,Sports,Mastiff,0.25,0.0,0.0,0.02,0.27,,,Mastiff,T
5805,The Warriors,PSP,2007,Action,Take-Two Interactive,0.23,0.01,0.0,0.02,0.27,81.0,7.8,Rockstar Toronto Rockstar Leeds,M
5806,RalliSport Challenge 2,XB,2004,Racing,Microsoft Game Studios,0.18,0.08,0.0,0.01,0.27,87.0,9.1,Digital Illusions,E
5807,Pac-Pix,DS,2005,Puzzle,Namco Bandai Games,0.16,0.0,0.1,0.01,0.27,71.0,7.1,Namco,E
5808,F1 Race Stars,X360,2012,Racing,Codemasters,0.07,0.17,0.0,0.02,0.27,,,,
5809,Over the Hedge,GBA,2006,Platform,Activision,0.19,0.07,0.0,0.0,0.27,49.0,,Vicarious Visions,E
5810,Wave Rally,PS2,2001,Racing,Eidos Interactive,0.13,0.1,0.0,0.03,0.27,62.0,,Opus,E
5811,Rock Revolution,X360,2008,Misc,Konami Digital Entertainment,0.25,0.0,0.0,0.02,0.27,38.0,5.1,Zoe Mode HB Studios Multimedia,T
5812,Disney's Chicken Little,GC,2005,Platform,Disney Interactive Studios,0.21,0.05,0.0,0.01,0.27,67.0,,Avalanche Software,E10+
5813,Payday 2,PS4,2015,Shooter,505 Games,0.09,0.14,0.0,0.04,0.27,,,,
5814,Sengoku Basara 4,PS3,2014,Action,Capcom,0.0,0.0,0.27,0.0,0.27,,,,
5815,NHL 07,X360,2006,Sports,Electronic Arts,0.25,0.0,0.0,0.02,0.27,79.0,5.3,EA Sports,E10+
5816,Ty the Tasmanian Tiger,GC,2002,Platform,Electronic Arts,0.21,0.05,0.0,0.01,0.27,69.0,8.7,Krome Studios,E
5817,WWII Aces,Wii,2008,Simulation,Destineer,0.25,0.0,0.0,0.02,0.27,41.0,5.4,Arcade Moon,T
5818,WWE Road to WrestleMania X8,GBA,2002,Fighting,THQ,0.19,0.07,0.0,0.0,0.27,73.0,7.5,Natsume,E
5819,Yu-Gi-Oh! The Sacred Cards (JP weekly sales),GBA,2002,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.26,0.01,0.27,,,,
5820,RollerCoaster Tycoon 3,PC,2004,Strategy,Atari,0.01,0.22,0.0,0.04,0.27,81.0,5.0,Frontier Developments,E
5821,Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,2004,Role-Playing,Square Enix,0.13,0.1,0.0,0.03,0.27,67.0,8.4,Racjin,T
5822,NASCAR 06: Total Team Control,XB,2005,Racing,Electronic Arts,0.2,0.06,0.0,0.01,0.27,79.0,5.9,EA Sports,E
5823,BloodRayne 2,PS2,2004,Shooter,THQ,0.13,0.1,0.0,0.03,0.27,70.0,8.5,Terminal Reality,M
5824,The Club,X360,2008,Shooter,Sega,0.15,0.1,0.0,0.02,0.27,76.0,6.8,Bizarre Creations,M
5825,NHL 2002,XB,2001,Sports,Electronic Arts,0.2,0.06,0.0,0.01,0.27,89.0,8.8,EA Sports,E
5826,The Evil Within,PC,2014,Action,Bethesda Softworks,0.09,0.16,0.0,0.02,0.27,68.0,5.9,Tango Gameworks,M
5827,LEGO The Hobbit,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.13,0.12,0.0,0.02,0.27,69.0,6.8,TT Games,E10+
5828,Tiger Woods PGA Tour 07,PSP,2006,Sports,Electronic Arts,0.2,0.04,0.0,0.03,0.27,78.0,,Team Fusion,E
5829,NBA Jam 99,N64,1998,Sports,Acclaim Entertainment,0.25,0.02,0.0,0.0,0.27,,,,
5830,Shadow Man,N64,1999,Action,Acclaim Entertainment,0.18,0.08,0.0,0.01,0.27,,,,
5831,Command & Conquer,N64,1999,Strategy,Nintendo,0.22,0.05,0.0,0.0,0.27,,,,
5832,NBA In The Zone '98,N64,1997,Sports,Konami Digital Entertainment,0.25,0.02,0.0,0.0,0.27,,,,
5833,Jikkyou Powerful Pro Yakyuu 5,N64,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,,,,
5834,Lightning Returns: Final Fantasy XIII,X360,2013,Role-Playing,Square Enix,0.15,0.08,0.01,0.02,0.27,69.0,6.6,Square Enix,T
5835,Shadow of Rome,PS2,2005,Action,Capcom,0.13,0.1,0.0,0.03,0.27,75.0,8.3,Capcom,M
5836,Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,3DS,2012,Action,Nintendo,0.0,0.0,0.27,0.0,0.27,,,,
5837,NASCAR 2011: The Game,PS3,2011,Racing,Activision,0.25,0.0,0.0,0.02,0.27,62.0,3.7,Eutechnyx,E
5838,Rhythm Thief & the Emperor's Treasure,3DS,2012,Misc,Sega,0.07,0.07,0.12,0.01,0.27,,,,
5839,One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,Wii,2008,Adventure,Namco Bandai Games,0.0,0.07,0.19,0.01,0.27,,,,
5840,Harry Potter and the Order of the Phoenix,PS2,2007,Action,Electronic Arts,0.13,0.1,0.0,0.03,0.27,61.0,8.0,EA Games,E10+
5841,Transformers: Cybertron Adventures,Wii,2010,Action,Activision,0.14,0.1,0.0,0.02,0.27,41.0,6.5,Next Level Games,T
5842,Stuntman: Ignition,PS2,2007,Racing,THQ,0.13,0.1,0.0,0.03,0.27,71.0,6.4,Paradigm Entertainment,T
5843,Gun,X360,N/A,Shooter,Activision,0.24,0.01,0.0,0.02,0.27,75.0,7.5,Neversoft Entertainment,M
5844,NHL 2K11,Wii,2010,Sports,Take-Two Interactive,0.23,0.02,0.0,0.02,0.27,62.0,5.8,Visual Concepts,E10+
5845,Fantastic 4,XB,2005,Action,Activision,0.2,0.06,0.0,0.01,0.27,62.0,6.6,7 Studios,T
5846,Mat Hoffman's Pro BMX,GBA,2001,Sports,Activision,0.19,0.07,0.0,0.0,0.27,71.0,,HotGen,E
5847,Monopoly,DS,2010,Misc,Electronic Arts,0.15,0.09,0.0,0.02,0.27,,,,
5848,Wipeout 2,X360,2011,Misc,Activision,0.25,0.0,0.0,0.02,0.27,,,Endemol,E10+
5849,Rapala Pro Bass Fishing 2010,PS3,2010,Sports,Activision,0.18,0.05,0.0,0.03,0.27,,8.5,FUN Labs,E
5850,MotoGP,PS2,2000,Racing,Namco Bandai Games,0.06,0.05,0.14,0.02,0.27,77.0,6.0,Namco,E
5851,Mass Effect 3,WiiU,2012,Role-Playing,Electronic Arts,0.14,0.11,0.0,0.02,0.27,,,,
5852,R.U.S.E.,PC,2010,Strategy,Ubisoft,0.04,0.19,0.0,0.04,0.27,76.0,8.1,Eugen Systems,T
5853,Ratatouille: Food Frenzy,DS,2007,Puzzle,THQ,0.25,0.0,0.0,0.02,0.27,,,,
5854,Shadows of the Damned,PS3,2011,Action,Electronic Arts,0.11,0.08,0.04,0.03,0.27,77.0,8.1,Grasshopper Manufacture,M
5855,Rock Revolution,PS3,N/A,Misc,Unknown,0.25,0.0,0.0,0.02,0.27,42.0,6.6,Zoe Mode HB Studios Multimedia,T
5856,Batman: Arkham Origins Blackgate,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.16,0.09,0.0,0.02,0.27,68.0,6.8,Armature Studio,T
5857,Magical Vacation,GBA,2001,Role-Playing,Nintendo,0.0,0.0,0.26,0.01,0.27,,,,
5858,XGIII: Extreme G Racing,PS2,2001,Racing,Acclaim Entertainment,0.13,0.1,0.0,0.03,0.27,81.0,8.2,Acclaim,E
5859,NBA Live 2004,GC,2003,Sports,Electronic Arts,0.21,0.05,0.0,0.01,0.27,84.0,9.0,EA Sports,E
5860,NASCAR Thunder 2003,XB,2002,Racing,Electronic Arts,0.2,0.06,0.0,0.01,0.27,84.0,,EA Sports,E
5861,Superbike 2000,PS,1999,Racing,Electronic Arts,0.15,0.1,0.0,0.02,0.27,,,,
5862,EyePet,PSP,2010,Simulation,Sony Computer Entertainment,0.02,0.16,0.0,0.09,0.27,57.0,,SCEE London Studio,E
5863,Final Fantasy XI: Ultimate Collection,X360,2009,Role-Playing,Square Enix,0.25,0.0,0.0,0.02,0.27,,,Square Enix,T
5864,Punch-Out!!,Wii,2007,Sports,Nintendo,0.0,0.22,0.05,0.0,0.27,,,,
5865,Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,DS,2010,Strategy,Nintendo,0.0,0.0,0.27,0.0,0.27,,,,
5866,Despicable Me: The Game,Wii,2010,Platform,D3Publisher,0.16,0.08,0.0,0.02,0.27,,,,
5867,Connect Four / Perfection / Trouble,GBA,2005,Misc,Zoo Digital Publishing,0.19,0.07,0.0,0.0,0.27,,,,
5868,NFL Street 3,PSP,2006,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.27,68.0,,EA Tiburon,E
5869,Pro Evolution Soccer 2013,PSP,2012,Sports,Konami Digital Entertainment,0.0,0.07,0.18,0.03,0.27,,,Konami,E
5870,Alundra 2: A New Legend Begins,PS,1999,Role-Playing,Activision,0.15,0.1,0.0,0.02,0.27,,,,
5871,Reign of Fire,PS2,2002,Shooter,BAM! Entertainment,0.13,0.1,0.0,0.03,0.27,56.0,7.0,Kuju Entertainment,M
5872,Scooby-Doo! and the Spooky Swamp,PS2,2010,Action,Warner Bros. Interactive Entertainment,0.08,0.11,0.0,0.08,0.27,,,,
5873,Jikkyou Powerful Pro Yakyuu '98 Ketteiban,PS,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.02,0.27,,,,
5874,Beyblade: Metal Masters,DS,2010,Action,Konami Digital Entertainment,0.14,0.09,0.0,0.03,0.27,65.0,,Amble,E
5875,Sherlock Holmes: Crimes & Punishments,PS4,2014,Adventure,Focus Home Interactive,0.08,0.14,0.0,0.04,0.27,,,,
5876,Sing Party,WiiU,2012,Misc,Nintendo,0.13,0.12,0.0,0.02,0.27,60.0,5.4,FreeStyleGames,E10+
5877,The Sims 2: Pets,GC,2006,Simulation,Electronic Arts,0.21,0.05,0.0,0.01,0.27,66.0,7.3,Maxis,T
5878,Rory McIlroy PGA Tour,XOne,2015,Action,Electronic Arts,0.15,0.09,0.0,0.02,0.27,60.0,4.3,EA Tiburon,E
5879,Littlest Pet Shop: Beach Friends,DS,2009,Simulation,Electronic Arts,0.25,0.0,0.0,0.02,0.27,,,Electronic Arts,E
5880,The BIGS,X360,2007,Sports,Take-Two Interactive,0.18,0.08,0.0,0.0,0.27,79.0,8.4,Blue Castle Games,E
5881,Tropico 4,PC,2011,Strategy,Kalypso Media,0.1,0.13,0.0,0.04,0.27,78.0,7.7,Haemimont,T
5882,Initial D: Special Stage,PS2,2003,Racing,Sega,0.0,0.0,0.27,0.0,0.27,,,,
5883,Jurassic Park: Operation Genesis,PS2,2003,Simulation,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.27,75.0,8.9,Blue Tongue Entertainment,T
5884,Final Doom,PS,1995,Shooter,GT Interactive,0.15,0.1,0.0,0.02,0.27,,,,
5885,NBA ShootOut 2001,PS,2000,Sports,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.27,71.0,,989 Sports,E
5886,Knockout Kings 2002,XB,2002,Sports,Electronic Arts,0.2,0.06,0.0,0.01,0.27,78.0,7.9,Electronic Arts,T
5887,Just Dance Kids 2,Wii,2011,Misc,Ubisoft,0.25,0.0,0.0,0.02,0.27,,,Ubisoft,E
5888,Cabela's Big Game Hunter 2010,X360,2009,Sports,Activision Value,0.25,0.0,0.0,0.02,0.27,,5.6,Activision,T
5889,Battle Arena Toshinden 3,PS,1996,Fighting,Sony Computer Entertainment,0.06,0.04,0.14,0.02,0.27,,,,
5890,Jade Cocoon: Story of the Tamamayu,PS,1998,Role-Playing,Crave Entertainment,0.15,0.1,0.0,0.02,0.27,,,,
5891,InuYasha: Feudal Combat,PS2,2005,Fighting,Namco Bandai Games,0.13,0.1,0.0,0.03,0.27,52.0,8.3,Eighting,T
5892,Reader Rabbit Kindergarten,DS,2008,Misc,Nordic Games,0.25,0.0,0.0,0.02,0.27,,,The Learning Company,E
5893,R.U.S.E.,X360,2010,Strategy,Ubisoft,0.12,0.11,0.0,0.02,0.27,78.0,7.0,Eugen Systems,T
5894,Duel Masters,PS2,2004,Strategy,Atari,0.13,0.1,0.0,0.03,0.27,66.0,8.3,High Voltage Software,E
5895,Dragon Age Origins: Awakening,PS3,2010,Role-Playing,Spike,0.24,0.0,0.0,0.02,0.27,,,,
5896,Super Collapse! 3,DS,2007,Puzzle,Mumbo Jumbo,0.25,0.0,0.0,0.02,0.27,71.0,,Mac Play MacPlay,E
5897,Ratatouille,X360,2007,Action,THQ,0.23,0.02,0.0,0.02,0.27,56.0,,Heavy Iron Studios,E
5898,The Dog Island,PS2,2007,Adventure,Ubisoft,0.13,0.1,0.0,0.03,0.27,,7.0,Yuke's,E
5899,Skylanders: Trap Team,3DS,2014,Action,Activision,0.15,0.1,0.0,0.02,0.27,,3.4,Toys for Bob,E10+
5900,MotionSports: Adrenaline,X360,2011,Sports,Ubisoft,0.14,0.1,0.0,0.03,0.27,41.0,7.4,Ubisoft Vancouver,E
5901,AC/DC LIVE: Rock Band Track Pack,Wii,2008,Misc,MTV Games,0.24,0.0,0.0,0.02,0.27,,7.2,Harmonix Music Systems,T
