id,name,platform,year_of_Release,genre,publisher,na_Sales,eu_Sales,jp_Sales,other_Sales,global_Sales,critic_Score,user_Score,developer,rating
2176,Ford Racing,PS,2001,Racing,Empire Interactive,0.48,0.33,0.0,0.06,0.86,53.0,5.8,Toolbox Design,E
2177,Madden Football 64,N64,1997,Sports,Electronic Arts,0.81,0.04,0.0,0.01,0.86,,,,
2178,Guitar Hero: Warriors of Rock,X360,2010,Misc,Activision,0.47,0.31,0.0,0.08,0.86,72.0,6.5,Neversoft Entertainment,T
2179,MLB 99,PS,1998,Sports,Sony Computer Entertainment,0.48,0.32,0.0,0.06,0.86,,,,
2180,Lemmings,PSP,2006,Puzzle,Sony Computer Entertainment,0.12,0.51,0.0,0.23,0.86,,,,
2181,Dynasty Warriors 4: Xtreme Legends,PS2,2003,Action,Tecmo Koei,0.17,0.13,0.51,0.04,0.86,72.0,9.1,Omega Force,T
2182,Pictionary,Wii,2010,Puzzle,THQ,0.6,0.19,0.0,0.07,0.85,71.0,,Page 44 Studios,E
2183,Street Fighter V,PS4,2016,Fighting,Capcom,0.37,0.27,0.08,0.13,0.85,77.0,3.4,Capcom,T
2184,Army Men: Air Attack,PS,1999,Action,3DO,0.47,0.32,0.0,0.06,0.85,,,,
2185,FIFA Soccer 08,DS,2007,Sports,Electronic Arts,0.1,0.65,0.0,0.11,0.85,,,,
2186,2010 FIFA World Cup South Africa,X360,2010,Sports,Electronic Arts,0.32,0.42,0.02,0.09,0.85,83.0,8.1,Electronic Arts,E
2187,Tomb Raider: Anniversary,Wii,2007,Action,Eidos Interactive,0.12,0.62,0.0,0.11,0.85,73.0,7.3,Crystal Dynamics,T
2188,NBA 2K8,X360,2007,Sports,Take-Two Interactive,0.79,0.0,0.0,0.07,0.85,81.0,7.0,Visual Concepts,E
2189,Borderlands: The Handsome Collection,PS4,2015,Shooter,Take-Two Interactive,0.36,0.33,0.03,0.14,0.85,82.0,7.8,Gearbox Software,M
2190,Street Fighter Alpha 2,PS,1996,Fighting,Virgin Interactive,0.14,0.09,0.57,0.06,0.85,,,,
2191,Tiger Woods PGA Tour 2005,XB,2004,Sports,Electronic Arts,0.64,0.18,0.0,0.03,0.85,88.0,8.9,EA Sports,E
2192,Kingdoms of Amalur: Reckoning,PS3,2012,Role-Playing,Electronic Arts,0.37,0.28,0.09,0.11,0.85,81.0,7.6,Big Huge Games,M
2193,Rampage World Tour,PS,1997,Action,GT Interactive,0.47,0.32,0.0,0.06,0.85,,,,
2194,Dragon Ball Z: Burst Limit,PS3,2008,Fighting,Atari,0.22,0.33,0.18,0.12,0.85,71.0,7.1,Dimps Corporation Namco Bandai Games,T
2195,LEGO Jurassic World,X360,2015,Action,Warner Bros. Interactive Entertainment,0.47,0.3,0.0,0.08,0.85,,7.1,TT Games,E10+
2196,Gold's Gym: Dance Workout,Wii,2010,Sports,Ubisoft,0.69,0.1,0.0,0.06,0.85,,,Land Ho!,E10+
2197,Tekken Tag Tournament 2,PS3,2012,Fighting,Namco Bandai Games,0.28,0.31,0.13,0.13,0.85,,,,
2198,Ratatouille,PS2,2007,Action,THQ,0.31,0.0,0.0,0.53,0.85,,,,
2199,Ninja Gaiden Sigma 2,PS3,2009,Action,Ubisoft Annecy,0.52,0.16,0.08,0.1,0.85,,,,
2200,NFL GameDay,PS,1995,Sports,Sony Computer Entertainment,0.47,0.32,0.0,0.06,0.85,,,,
2201,Burnout 2: Point of Impact,PS2,2002,Racing,Acclaim Entertainment,0.42,0.32,0.0,0.11,0.85,,,,
2202,Street Fighter EX3,PS2,2000,Fighting,Virgin Interactive,0.32,0.25,0.2,0.08,0.85,,,,
2203,Wii Fit U,WiiU,2013,Sports,Nintendo,0.35,0.23,0.21,0.05,0.85,,,,
2204,The Legendary Starfy,DS,2008,Platform,Nintendo,0.6,0.0,0.2,0.05,0.85,,,,
2205,NCAA Football 11,PS3,2010,Sports,Electronic Arts,0.79,0.0,0.0,0.06,0.85,,,,
2206,The House of the Dead: Overkill,Wii,2009,Shooter,Sega,0.44,0.3,0.02,0.09,0.85,,,,
2207,Army of Two: The 40th Day,PS3,2010,Shooter,Electronic Arts,0.44,0.27,0.01,0.12,0.85,,,,
2208,Darksiders II,PS3,2012,Action,THQ,0.35,0.35,0.01,0.14,0.84,,,,
2209,Spider-Man 2,GC,2004,Action,Activision,0.65,0.17,0.0,0.02,0.84,,,,
2210,Ghostbusters: The Video Game,PS3,2009,Action,Sony Computer Entertainment,0.34,0.36,0.0,0.14,0.84,,,,
2211,The Incredibles,GC,2004,Action,THQ,0.65,0.17,0.0,0.02,0.84,,,,
2212,NBA 2K10,PS3,2009,Sports,Take-Two Interactive,0.75,0.01,0.01,0.07,0.84,,,,
2213,Petz Dogz Fashion,DS,2008,Simulation,Ubisoft,0.46,0.3,0.0,0.09,0.84,,,,
2214,ATV Quad Power Racing 2,PS2,2003,Racing,Acclaim Entertainment,0.41,0.32,0.0,0.11,0.84,,,,
2215, Tales of Xillia 2,PS3,2012,Role-Playing,Namco Bandai Games,0.2,0.12,0.45,0.07,0.84,,,,
2216,The Lord of the Rings: War in the North,X360,N/A,Action,Warner Bros. Interactive Entertainment,0.52,0.24,0.0,0.08,0.84,,,,
2217,Skate 2,PS3,2009,Sports,Electronic Arts,0.46,0.25,0.01,0.12,0.84,,,,
2218,Rocket Power: Team Rocket Rescue,PS,2001,Sports,THQ,0.47,0.32,0.0,0.05,0.84,,,,
2219,Big Mutha Truckers,PS2,2002,Racing,Empire Interactive,0.41,0.32,0.0,0.11,0.84,,,,
2220,Rogue Galaxy,PS2,2005,Role-Playing,Sony Computer Entertainment,0.24,0.16,0.39,0.05,0.84,,,,
2221,ESPN College Hoops 2K5,PS2,2004,Sports,Sega,0.41,0.32,0.0,0.11,0.84,,,,
2222,NCAA Football 14,PS3,2013,Sports,Electronic Arts,0.75,0.0,0.0,0.09,0.84,,,,
2223,Harry Potter and the Order of the Phoenix,DS,2007,Action,Electronic Arts,0.28,0.46,0.0,0.1,0.84,,,,
2224,The Evil Within,PS3,2014,Action,Bethesda Softworks,0.26,0.34,0.12,0.12,0.84,,,,
2225,Sniper Elite V2,X360,2012,Shooter,505 Games,0.46,0.28,0.02,0.07,0.84,,,,
2226,Metroid: Zero Mission,GBA,2004,Adventure,Nintendo,0.6,0.22,0.0,0.01,0.84,,,,
2227,Ben 10: Protector of Earth,PS2,2007,Action,D3Publisher,0.09,0.0,0.0,0.74,0.84,,7.6,High Voltage Software,E10+
2228,Q*bert,PS,1999,Puzzle,Atari,0.46,0.32,0.0,0.05,0.84,,,,
2229,Burnout Legends,PSP,2005,Racing,Electronic Arts,0.7,0.05,0.0,0.08,0.84,86.0,8.4,Criterion Games,E10+
2230,Blazing Angels: Squadrons of WWII,Wii,2007,Simulation,Ubisoft,0.74,0.04,0.0,0.06,0.83,57.0,6.7,Ubisoft,T
2231,NBA 2K17,XOne,2016,Sports,Take-Two Interactive,0.69,0.05,0.0,0.09,0.83,90.0,6.4,Visual Concepts,E
2232,Ace Combat 3: Electrosphere,PS,1999,Simulation,Sony Computer Entertainment,0.22,0.15,0.4,0.05,0.83,,,,
2233,Dynasty Warriors 2,PS2,2000,Action,THQ,0.24,0.19,0.34,0.06,0.83,75.0,8.8,Omega Force,T
2234,Madden NFL 09 All-Play,Wii,2008,Sports,Electronic Arts,0.76,0.01,0.0,0.06,0.83,82.0,7.2,EA Tiburon,E
2235,Madden NFL 07,PSP,N/A,Sports,Unknown,0.77,0.03,0.0,0.04,0.83,78.0,6.6,EA Tiburon,E
2236,Duke Nukem Forever,X360,2011,Shooter,Take-Two Interactive,0.52,0.25,0.0,0.07,0.83,49.0,4.4,Gearbox Software 3D Realms,M
2237,Time Crisis 4,PS3,2007,Shooter,Namco Bandai Games,0.32,0.32,0.05,0.14,0.83,60.0,7.4,Nex Entertainment,T
2238,Xenoblade Chronicles X,WiiU,2015,Role-Playing,Nintendo,0.35,0.28,0.14,0.06,0.83,84.0,8.9,Monolith Soft,T
2239,Lizzie McGuire 2: Lizzie Diaries,GBA,2004,Action,Disney Interactive Studios,0.6,0.22,0.0,0.01,0.83,57.0,5.0,Artificial Mind and Movement,E
2240,FIFA Soccer World Championship,PS2,2000,Sports,Electronic Arts,0.27,0.21,0.28,0.07,0.83,,,,
2241,NCAA Football 12,PS3,2011,Sports,Electronic Arts,0.78,0.0,0.0,0.05,0.83,82.0,5.8,EA Sports,E
2242,Brute Force,XB,2003,Shooter,Microsoft Game Studios,0.62,0.18,0.01,0.03,0.83,77.0,7.8,Digital Anvil,M
2243,Tiger Woods PGA Tour 11,PS3,2010,Sports,Electronic Arts,0.37,0.33,0.0,0.13,0.83,78.0,6.7,EA Sports,E
2244,The Game of Life,PS,1998,Misc,Unknown,0.46,0.31,0.0,0.05,0.83,,,,
2245,WWE SmackDown vs. Raw 2009,Wii,2008,Fighting,THQ,0.44,0.31,0.0,0.08,0.83,79.0,8.5,Yuke's,T
2246,Mega Man Legends,PS,1997,Adventure,Capcom,0.39,0.26,0.12,0.05,0.83,,,,
2247,Minecraft: Story Mode,X360,2015,Adventure,Mojang,0.46,0.29,0.0,0.07,0.83,,,,
2248,Sly 3: Honor Among Thieves,PS2,2005,Platform,Sony Computer Entertainment,0.69,0.03,0.0,0.11,0.83,83.0,8.8,Sucker Punch,E10+
2249,MLB SlugFest 20-03,PS2,N/A,Sports,Unknown,0.41,0.32,0.0,0.11,0.83,77.0,8.2,Midway,E
2250,Need for Speed: Nitro,Wii,2009,Racing,Electronic Arts,0.45,0.3,0.0,0.08,0.83,69.0,7.4,EA Montreal,E10+
2251,Street Fighter X Tekken,PS3,2012,Fighting,Capcom,0.42,0.21,0.1,0.09,0.83,84.0,5.3,Capcom,T
2252,MediEvil,PS,1998,Platform,Sony Computer Entertainment,0.46,0.31,0.0,0.05,0.83,,,,
2253,Casper,PS,1996,Adventure,Interplay,0.46,0.31,0.0,0.05,0.83,,,,
2254,Sid Meier's Civilization Revolution,X360,2008,Strategy,Take-Two Interactive,0.58,0.17,0.0,0.07,0.83,84.0,7.8,Firaxis Games,E10+
2255,LEGO Jurassic World,PS3,2015,Action,Warner Bros. Interactive Entertainment,0.35,0.34,0.0,0.14,0.83,,7.4,TT Games,E10+
2256,Dragon Age II,PS3,2011,Action,Electronic Arts,0.4,0.26,0.05,0.11,0.82,82.0,4.3,BioWare,M
2257,Call of Duty: Modern Warfare 3,Wii,2011,Shooter,Activision,0.55,0.2,0.0,0.08,0.82,70.0,1.8,Treyarch Sledgehammer Games,M
2258,James Bond 007: Nightfire,XB,2002,Shooter,Electronic Arts,0.58,0.22,0.0,0.03,0.82,78.0,7.8,Eurocom Entertainment Software,T
2259,Guitar Hero Live,PS4,2015,Misc,Activision,0.33,0.36,0.0,0.14,0.82,80.0,6.1,FreeStyleGames,T
2260,Scooby-Doo! First Frights,DS,2009,Action,Warner Bros. Interactive Entertainment,0.6,0.16,0.0,0.07,0.82,,,,
2261,Marvel: Ultimate Alliance,PS2,2006,Role-Playing,Activision,0.69,0.03,0.0,0.11,0.82,81.0,8.2,Raven Software,T
2262,Tony Hawk's Pro Skater 3,GC,2001,Sports,Activision,0.64,0.17,0.0,0.02,0.82,91.0,9.0,Neversoft Entertainment,T
2263,Harvest Moon: Tree of Tranquility,Wii,2007,Simulation,Rising Star Games,0.67,0.03,0.06,0.05,0.82,65.0,8.2,Marvelous Entertainment,E
2264,DJ Hero 2,X360,2010,Misc,Activision,0.64,0.12,0.0,0.06,0.82,86.0,7.9,FreeStyleGames,T
2265,Tony Hawk's Underground 2 Remix,PSP,2005,Sports,Activision,0.46,0.21,0.0,0.15,0.82,83.0,8.0,Shaba Games,T
2266,The Elder Scrolls V: Skyrim,PS4,2016,Role-Playing,Bethesda Softworks,0.34,0.35,0.0,0.14,0.82,,,,
2267,Need for Speed: Hot Pursuit 2,XB,2002,Racing,Electronic Arts,0.68,0.11,0.0,0.03,0.82,75.0,6.4,EA Seattle,E
2268,Killer Instinct Gold,N64,1996,Fighting,Nintendo,0.61,0.19,0.0,0.01,0.82,,,,
2269,I Spy: Fun House,DS,2007,Puzzle,Scholastic Inc.,0.76,0.0,0.0,0.06,0.82,53.0,,Big Blue Bubble Inc.,E
2270,Amped: Freestyle Snowboarding,XB,2001,Sports,Microsoft Game Studios,0.69,0.11,0.0,0.02,0.82,78.0,9.0,Indie Built,E
2271,Karaoke Revolution Glee,Wii,2010,Misc,Konami Digital Entertainment,0.51,0.24,0.0,0.07,0.82,,,,
2272,The Price is Right,Wii,2008,Misc,Ubisoft,0.76,0.0,0.0,0.06,0.82,,,,
2273,Tales of the Abyss,3DS,2011,Role-Playing,Namco Bandai Games,0.43,0.19,0.14,0.06,0.82,,,,
2274,Rocket Power: Beach Bandits,PS2,2002,Platform,THQ,0.4,0.31,0.0,0.1,0.82,,,,
2275,God of War Saga,PS3,2012,Action,Sony Computer Entertainment,0.72,0.0,0.0,0.09,0.82,,,,
2276,Stranglehold,X360,2007,Shooter,Midway Games,0.4,0.33,0.01,0.09,0.82,77.0,7.6,Midway,M
2277,Shin Megami Tensei: Persona 4,PS2,2008,Role-Playing,Atlus,0.34,0.04,0.36,0.08,0.82,90.0,8.9,Atlus Co.,M
2278,Devil May Cry HD Collection,PS3,2012,Action,Capcom,0.42,0.19,0.11,0.09,0.82,74.0,8.8,Capcom Pipeworks Software Inc.,M
2279,The Lord of the Rings: War in the North,PS3,N/A,Action,Warner Bros. Interactive Entertainment,0.25,0.42,0.01,0.13,0.81,63.0,7.0,Snowblind Studios,M
2280,Thief (2014),PS4,2014,Action,Square Enix,0.28,0.38,0.03,0.13,0.81,,,,
2281,Ready 2 Rumble Boxing: Round 2,PS2,2000,Fighting,Midway Games,0.4,0.31,0.0,0.1,0.81,75.0,,Midway,T
2282,Dance Central 3,X360,2012,Misc,Microsoft Game Studios,0.57,0.18,0.0,0.06,0.81,86.0,8.0,Harmonix Music Systems,T
2283,Imagine: Rock Star,DS,2008,Simulation,Ubisoft,0.4,0.33,0.0,0.09,0.81,,,Gevo Entertainment,E
2284,Tales of Destiny II,PS,2000,Role-Playing,Namco Bandai Games,0.06,0.04,0.66,0.05,0.81,78.0,8.7,Namco,T
2285,NASCAR 2001,PS,2000,Racing,Electronic Arts,0.45,0.31,0.0,0.05,0.81,,,,
2286,Twisted Metal (2012),PS3,2012,Action,Sony Computer Entertainment,0.67,0.07,0.0,0.08,0.81,,,,
2287,The Legend of Zelda: Four Swords Adventures,GC,2004,Action,Nintendo,0.63,0.16,0.0,0.02,0.81,,,,
2288,Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,1999,Sports,Konami Digital Entertainment,0.0,0.0,0.76,0.05,0.81,,,,
2289,MediEvil: Resurrection,PSP,2005,Adventure,Sony Computer Entertainment,0.19,0.41,0.0,0.22,0.81,,,,
2290,Valkyrie Profile,PS,1999,Role-Playing,Enix Corporation,0.07,0.05,0.63,0.05,0.81,,,,
2291,Shaun White Snowboarding,X360,N/A,Sports,Ubisoft,0.48,0.25,0.0,0.08,0.81,,,,
2292,Patapon,PSP,2007,Misc,Sony Computer Entertainment,0.33,0.25,0.07,0.16,0.81,,,,
2293,Final Fantasy Type-0,PSP,2011,Role-Playing,Unknown,0.0,0.0,0.81,0.0,0.81,,,,
2294,Army Men: Sarge's Heroes,N64,1999,Action,3DO,0.68,0.12,0.0,0.01,0.81,,,,
2295,Pro Evolution Soccer 2010,X360,2009,Sports,Konami Digital Entertainment,0.12,0.58,0.03,0.08,0.81,,,,
2296,Tom Clancy's Rainbow Six 3,PS2,2004,Shooter,Ubisoft,0.4,0.31,0.0,0.1,0.81,,,,
2297,NCAA Football 10,PS3,2009,Sports,Electronic Arts,0.75,0.0,0.0,0.06,0.81,,,,
2298,The Next Tetris,PS,1998,Puzzle,Atari,0.45,0.31,0.0,0.05,0.81,,,,
2299,Guitar Hero: Warriors of Rock,PS3,2010,Misc,Activision,0.33,0.34,0.0,0.13,0.81,,,,
2300,Battle of Giants: Dinosaurs,DS,2008,Strategy,Ubisoft,0.37,0.35,0.0,0.09,0.81,,,,
2301,World Soccer Jikkyou Winning Eleven 3: World Cup France '98,PS,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.75,0.05,0.81,,,,
2302,Final Fantasy XI: Wings of the Goddess,PS2,2007,Role-Playing,Square Enix,0.35,0.27,0.09,0.09,0.81,,,,
2303,The Sims 2,PS2,2005,Simulation,Electronic Arts,0.67,0.03,0.0,0.11,0.81,,,,
2304,Madden NFL 25,XOne,2013,Sports,Electronic Arts,0.67,0.05,0.0,0.08,0.81,,,,
2305,SingStar Vol. 2,PS3,2008,Misc,Sony Computer Entertainment,0.29,0.39,0.0,0.12,0.81,,,,
2306,Who wants to be a millionaire,PS,2000,Misc,Eidos Interactive,0.45,0.3,0.0,0.05,0.8,,,,
2307,Yakuza,PS2,2005,Action,Sega,0.03,0.02,0.74,0.01,0.8,,,,
2308,Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,2006,Action,Disney Interactive Studios,0.72,0.03,0.0,0.06,0.8,,,,
2309,Dragon Ball: Raging Blast 2,PS3,2010,Fighting,Namco Bandai Games,0.42,0.18,0.11,0.09,0.8,,,,
2310,Star Wars Rogue Squadron III: Rebel Strike,GC,2003,Simulation,LucasArts,0.62,0.16,0.0,0.02,0.8,,,,
2311,Moto Racer,PS,1997,Racing,Electronic Arts,0.45,0.3,0.0,0.05,0.8,,,,
2312,Hitman: Contracts,PS2,2004,Shooter,Eidos Interactive,0.39,0.31,0.0,0.1,0.8,,,,
2313,Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012,Puzzle,Level 5,0.2,0.26,0.3,0.04,0.8,,,,
2314,Final Fantasy Anthology,PS,1999,Role-Playing,Square EA,0.45,0.3,0.0,0.05,0.8,,,,
2315,Ben 10: Alien Force,Wii,2008,Action,Koch Media,0.52,0.21,0.0,0.07,0.8,,,,
2316,DiRT 2,X360,2009,Racing,Codemasters,0.32,0.39,0.0,0.09,0.8,,,,
2317,Prince of Persia: Warrior Within,XB,2004,Action,Ubisoft,0.48,0.28,0.0,0.04,0.8,,,,
2318,Deca Sports 2,Wii,2009,Sports,Hudson Soft,0.31,0.33,0.09,0.07,0.8,,,,
2319,Pro Evolution Soccer 2010,PSP,2009,Sports,Konami Digital Entertainment,0.09,0.33,0.2,0.18,0.8,,,,
2320,Guitar Hero: Metallica,X360,2009,Misc,Activision,0.52,0.2,0.0,0.07,0.8,,,,
2321,Super Robot Taisen α,PS,2000,Strategy,Banpresto,0.0,0.0,0.75,0.05,0.8,,,,
2322,Need for Speed: Hot Pursuit 2,GC,2002,Racing,Electronic Arts,0.68,0.09,0.0,0.02,0.8,,,,
2323,Final Fantasy X / X-2 HD Remaster,PSV,2013,Role-Playing,Square Enix,0.16,0.24,0.28,0.12,0.8,,,,
2324,PES 2009: Pro Evolution Soccer,PSP,N/A,Sports,Konami Digital Entertainment,0.04,0.33,0.26,0.17,0.8,,,,
2325,Tales of Destiny 2,PS2,2002,Role-Playing,Namco Bandai Games,0.0,0.0,0.8,0.0,0.8,,,,
2326,Hasbro Family Game Night 3,Wii,2010,Misc,Electronic Arts,0.46,0.27,0.0,0.07,0.8,,,,
2327,Rayman Raving Rabbids 2,DS,2007,Misc,Ubisoft,0.73,0.01,0.0,0.06,0.8,,,,
2328,The Sims 2: Pets,PSP,2006,Simulation,Electronic Arts,0.19,0.38,0.0,0.22,0.79,,,,
2329,Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006,Fighting,Atari,0.66,0.02,0.0,0.11,0.79,,,,
2330,Guitar Hero: Aerosmith,PS2,2008,Misc,Activision,0.61,0.0,0.0,0.18,0.79,,,,
2331,Star Wars The Clone Wars: Republic Heroes,Wii,2009,Action,LucasArts,0.43,0.29,0.0,0.07,0.79,,,,
2332,Ridge Racer,PS,1994,Racing,Sony Computer Entertainment,0.0,0.0,0.74,0.05,0.79,,,,
2333,pro evolution soccer 2011,PSP,2010,Sports,Konami Digital Entertainment,0.05,0.3,0.29,0.16,0.79,74.0,5.8,Konami,E
2334,Harvest Moon: A Wonderful Life,GC,2003,Role-Playing,Ubisoft,0.61,0.16,0.0,0.02,0.79,79.0,8.9,Marvelous,E
2335,All Star Cheer Squad,Wii,2008,Sports,THQ,0.43,0.29,0.0,0.08,0.79,,5.2,Gorilla Games,E
2336,Momotarou Dentetsu 7,PS,1997,Simulation,Hudson Entertainment,0.0,0.0,0.74,0.05,0.79,,,,
2337,DmC: Devil May Cry,PS3,2013,Action,Capcom,0.24,0.26,0.19,0.1,0.79,85.0,5.3,Ninja Theory,M
2338,Motocross Mania,PS,2001,Racing,Take-Two Interactive,0.44,0.3,0.0,0.05,0.79,34.0,5.3,Deibus Studios,E
2339,Darksiders II,X360,2012,Action,THQ,0.45,0.27,0.0,0.07,0.79,83.0,8.0,Vigil Games,M
2340,[Prototype 2],X360,2012,Action,Activision,0.48,0.24,0.0,0.07,0.79,74.0,7.0,Radical Entertainment,M
2341,WCW Mayhem,N64,1999,Fighting,Electronic Arts,0.63,0.15,0.0,0.01,0.79,,,,
2342,Dance Dance Revolution SuperNOVA 2,PS2,2007,Simulation,Konami Digital Entertainment,0.64,0.03,0.02,0.1,0.79,70.0,,Konami,E10+
2343,EA Sports Active NFL Training Camp,Wii,2010,Sports,Electronic Arts,0.74,0.0,0.0,0.04,0.79,,,EA Sports,E
2344,Armored Core 2,PS2,2000,Simulation,Ubisoft,0.28,0.22,0.23,0.07,0.79,,,,
2345,Dragon Quest Monsters 2,3DS,2014,Role-Playing,Square Enix,0.0,0.0,0.79,0.0,0.79,,,,
2346,Need for Speed Rivals,X360,2013,Racing,Electronic Arts,0.37,0.35,0.01,0.07,0.79,,,,
2347,The Godfather II,X360,2009,Action,Electronic Arts,0.47,0.23,0.01,0.08,0.79,,,,
2348,Dragon's Dogma,X360,2012,Role-Playing,Capcom,0.42,0.23,0.07,0.06,0.79,75.0,7.8,Capcom,M
2349,Major League Baseball Featuring Ken Griffey Jr,N64,1998,Sports,Nintendo,0.75,0.03,0.0,0.01,0.79,,,,
2350,The Amazing Spider-Man (Console Version),PS3,2012,Action,Activision,0.31,0.35,0.0,0.13,0.79,,,,
2351,Band Hero,X360,2009,Misc,Activision,0.51,0.21,0.0,0.07,0.79,76.0,5.0,Neversoft Entertainment,E10+
2352,NCAA Football 08,PS2,2007,Sports,Electronic Arts,0.65,0.03,0.0,0.11,0.79,83.0,8.3,EA Tiburon,E
2353,FIFA Soccer 2004,XB,2003,Sports,Electronic Arts,0.24,0.49,0.0,0.05,0.79,82.0,8.2,EA Canada,E
2354,The Sims 2: Castaway,PSP,2007,Simulation,Electronic Arts,0.08,0.46,0.0,0.25,0.79,64.0,7.3,Maxis,E10+
2355,Star Ocean: The Last Hope,X360,2009,Role-Playing,Square Enix,0.32,0.2,0.21,0.06,0.79,72.0,7.2,Square Enix Tri-Ace,T
2356,Invizimals,PSP,2009,Strategy,Sony Computer Entertainment,0.17,0.5,0.0,0.11,0.79,69.0,7.3,Novarama,E10+
2357,Pro Evolution Soccer 2016,PS4,2015,Sports,Konami Digital Entertainment,0.13,0.42,0.13,0.1,0.79,87.0,7.1,Konami,E
2358,Too Human,X360,2008,Role-Playing,Microsoft Game Studios,0.38,0.29,0.03,0.08,0.78,65.0,7.0,Silicon Knights,T
2359,Tiger Woods PGA Tour 10,PS3,2009,Sports,Electronic Arts,0.42,0.25,0.0,0.11,0.78,81.0,7.7,EA Tiburon,E
2360,Killzone: Mercenary,PSV,2013,Shooter,Sony Computer Entertainment Europe,0.2,0.37,0.04,0.17,0.78,78.0,8.9,Guerilla Cambridge,M
2361,The 7th Guest,PC,1992,Adventure,Virgin Interactive,0.01,0.77,0.0,0.0,0.78,,,Trilobyte,T
2362,Secret Agent Barbie: Royal Jewels Mission,GBA,2002,Platform,Vivendi Games,0.56,0.21,0.0,0.01,0.78,71.0,,Digital Illusions,E
2363,Sniper: Ghost Warrior,PS3,2011,Shooter,City Interactive,0.26,0.34,0.04,0.13,0.78,53.0,6.0,City Interactive,M
2364,WWE 2K15,PS3,2014,Sports,Take-Two Interactive,0.36,0.29,0.0,0.13,0.78,55.0,3.1,Yuke's,T
2365,Doom,PS,1994,Shooter,Infogrames,0.43,0.3,0.0,0.05,0.78,,,,
2366,Tom Clancy's Splinter Cell: Double Agent,X360,2006,Action,Ubisoft,0.67,0.04,0.01,0.06,0.78,85.0,8.1,Ubisoft Shanghai,M
2367,Buzz! The Hollywood Quiz,PS2,2007,Misc,Sony Computer Entertainment,0.17,0.0,0.0,0.61,0.78,,,,
2368,Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010,Fighting,Namco Bandai Games,0.43,0.27,0.01,0.07,0.78,74.0,8.4,CyberConnect2,T
2369,Marvel vs. Capcom: Clash of Super Heroes,PS,1999,Fighting,Capcom,0.43,0.3,0.0,0.05,0.78,,,,
2370,Fight Night Champion,X360,2011,Fighting,Electronic Arts,0.4,0.31,0.0,0.07,0.78,86.0,7.4,EA Canada,M
2371,Dead Island: Riptide,X360,2013,Action,Deep Silver,0.44,0.26,0.01,0.07,0.78,57.0,6.3,Techland,M
2372,Battle Stations,PS,1997,Strategy,Electronic Arts,0.43,0.29,0.0,0.05,0.78,,,,
2373,Star Wars The Clone Wars: Jedi Alliance,DS,2008,Action,LucasArts,0.61,0.11,0.0,0.06,0.78,,,,
2374,Drawn to Life,DS,2007,Action,THQ,0.71,0.01,0.0,0.06,0.78,,,,
2375,The World Ends With You,DS,2007,Role-Playing,Square Enix,0.49,0.04,0.21,0.04,0.78,,,,
2376,Golden Sun: Dark Dawn,DS,2010,Role-Playing,Nintendo,0.51,0.09,0.13,0.05,0.78,,,,
2377,Sid Meier's Civilization Revolution,PS3,2008,Strategy,Take-Two Interactive,0.49,0.19,0.01,0.09,0.78,,,,
2378,NBA 2K7,PS2,2006,Sports,Take-Two Interactive,0.65,0.02,0.0,0.11,0.78,,,,
2379,James Bond 007: Nightfire,GC,2002,Shooter,Electronic Arts,0.6,0.16,0.0,0.02,0.78,,,,
2380,NBA ShootOut 98,PS,1998,Sports,Sony Computer Entertainment,0.43,0.29,0.0,0.05,0.78,,,,
2381,Goldeneye 007: Reloaded,PS3,2011,Shooter,Activision,0.33,0.33,0.0,0.12,0.78,,,,
2382,Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013,Sports,Nintendo,0.37,0.22,0.13,0.06,0.78,,,,
2383,Rayman Origins,X360,2011,Platform,Ubisoft,0.38,0.32,0.0,0.08,0.77,,,,
2384,Aliens: Colonial Marines,X360,2013,Shooter,Sega,0.36,0.34,0.0,0.07,0.77,,,,
2385,Lips,X360,2008,Misc,Microsoft Game Studios,0.12,0.56,0.0,0.1,0.77,,,,
2386,Andretti Racing,PS,1996,Racing,Electronic Arts,0.43,0.29,0.0,0.05,0.77,,,,
2387,Caesars Palace 2000: Millennium Gold Edition,PS,2000,Misc,Interplay,0.43,0.29,0.0,0.05,0.77,,,,
2388,Rare Replay,XOne,2015,Misc,Microsoft Game Studios,0.48,0.21,0.01,0.07,0.77,,,,
2389,Need for Speed: ProStreet,PSP,2008,Racing,Electronic Arts,0.24,0.33,0.01,0.19,0.77,,,,
2390,Perfect Dark Zero,X360,2005,Shooter,Microsoft Game Studios,0.66,0.02,0.03,0.06,0.77,,,,
2391,Marvel Nemesis: Rise of the Imperfects,PS2,2005,Fighting,Electronic Arts,0.64,0.02,0.0,0.1,0.77,,,,
2392,Need for Speed: Porsche Unleashed,PS,1999,Racing,Electronic Arts,0.43,0.29,0.0,0.05,0.77,,,,
2393,Avatar: The Game,X360,2009,Action,Ubisoft,0.34,0.35,0.0,0.08,0.77,,,,
